0 1 0.005 0 0 0 0 0 0
1 9.543E-004 4.6239e-4 3.755864356095131E+00  3.257538609764707E+00 -9.757625353075204E-02 -5.039824854444317E-03  6.065033714256147E-03  8.759822307395920E-05
2 2.5689e-009 4.95221e-006 -8.46393 4.2007 0 0.00248784 0.00501272 0
3 6.37687e-009 6.70533e-006 1.66861 4.00487 0 0.00762341 -0.00317625 0
4 3.65108e-009 5.5679e-006 5.63286 -4.16107 0 -0.00386233 -0.00522846 0
5 9.30839e-009 7.60634e-006 -1.80531 -4.36477 0 -0.00731413 0.0030252 0
6 9.00241e-009 7.52206e-006 2.23209 -3.96527 0 -0.0070273 -0.00395574 0
7 5.99042e-009 6.56704e-006 -2.12358 -5.12869 0 -0.00674585 0.00279318 0
8 6.91714e-009 6.88958e-006 -4.81288 6.90567 0 0.00486433 0.00339017 0
9 4.38581e-009 5.91881e-006 8.64604 1.46955 0 0.00097334 -0.00572659 0
10 4.68603e-009 6.05088e-006 -8.59442 4.05593 0 0.00238151 0.00504637 0
11 5.26887e-009 6.29202e-006 -9.08195 3.33144 0 0.00190469 0.00519245 0
12 8.72665e-009 7.44446e-006 -3.87269 -5.78306 0 -0.00541784 0.00362812 0
13 2.30879e-009 4.77909e-006 5.36492 2.95293 0 0.00335191 -0.00608979 0
14 2.93585e-009 5.1776e-006 -7.86941 -2.5405 0 -0.00183779 0.0056927 0
15 8.27729e-009 7.31442e-006 3.18857 2.63538 0 0.00538821 -0.00651926 0
16 1.88772e-009 4.46886e-006 -4.5845 -6.71985 0 -0.00498225 0.00339905 0
17 2.9938e-009 5.21145e-006 -0.162291 8.27625 0 0.00597777 0.00011722 0
18 3.09626e-009 5.27023e-006 4.06892 -4.66817 0 -0.00521101 -0.00454207 0
19 1.20847e-009 3.8515e-006 -3.81906 -4.05408 0 -0.0053056 0.00499803 0
20 9.33393e-009 7.61329e-006 -6.65514 5.38868 0 0.0036992 0.0045686 0
21 6.33787e-009 6.69163e-006 3.75904 8.44171 0 0.00516947 -0.00230193 0
22 6.59304e-009 6.78025e-006 -3.2516 7.03723 0 0.00560856 0.00259148 0
23 5.53749e-009 6.39718e-006 -8.49079 -1.96582 0 -0.0013143 0.00567675 0
24 7.95428e-009 7.21801e-006 5.07845 7.08931 0 0.0047355 -0.00339229 0
25 5.50783e-009 6.38573e-006 5.81205 -4.92116 0 -0.00402801 -0.00475721 0
26 2.34092e-009 4.80116e-006 -1.56338 7.7487 0 0.0059975 0.00121006 0
27 4.96673e-009 6.16937e-006 -2.31431 -8.63077 0 -0.00555828 0.00149043 0
28 4.73107e-009 6.07021e-006 -1.76137 -9.12652 0 -0.0055401 0.00106921 0
29 4.95355e-009 6.16391e-006 -3.20195 -0.416458 0 -0.00123471 0.00949315 0
30 5.9429e-009 6.54963e-006 3.29615 0.0474068 0 0.000136253 -0.00947351 0
31 4.75524e-009 6.08053e-006 8.82109 2.1325 0 0.00134179 -0.00555034 0
32 4.43855e-009 5.94243e-006 -4.4716 -8.18247 0 -0.00494335 0.00270147 0
33 2.03632e-009 4.58317e-006 -2.71962 -7.60864 0 -0.00569855 0.00203689 0
34 6.79849e-009 6.84996e-006 1.09138 4.89179 0 0.00749938 -0.00167315 0
35 4.03452e-009 5.75636e-006 -1.58475 7.68716 0 0.0060137 0.00123975 0
36 9.27735e-009 7.59787e-006 -8.38066 5.00263 0 0.00282222 0.00472792 0
37 4.95822e-009 6.16584e-006 -2.13895 -3.17297 0 -0.0072917 0.00491544 0
38 3.36543e-009 5.41873e-006 4.75277 -8.03104 0 -0.00484608 -0.00286791 0
39 2.26402e-009 4.748e-006 -6.4511 2.98716 0 0.00271091 0.0058545 0
40 5.00574e-009 6.18548e-006 -0.251783 5.53067 0 0.00730329 0.000332482 0
41 8.86865e-009 7.48462e-006 -9.20773 -3.65271 0 -0.00201541 0.00508043 0
42 5.35374e-009 6.32562e-006 -8.09425 -5.51364 0 -0.00309455 0.00454293 0
43 8.66155e-009 7.4259e-006 -6.68778 -2.2586 0 -0.00207165 0.00613424 0
44 5.68169e-009 6.45223e-006 9.60298 -2.62788 0 -0.00143898 -0.00525844 0
45 5.01315e-009 6.18853e-006 9.1552 -3.43721 0 -0.00193346 -0.00514987 0
46 2.18134e-009 4.68949e-006 -4.39532 -5.04753 0 -0.0050145 0.00436656 0
47 3.89746e-009 5.69042e-006 -4.00735 -8.2898 0 -0.00510396 0.00246729 0
48 3.89663e-009 5.69002e-006 3.43721 6.69749 0 0.00557794 -0.00286265 0
49 5.17521e-009 6.25451e-006 3.15501 -5.94413 0 -0.00585722 -0.00310887 0
50 4.06446e-009 5.77056e-006 -2.99497 -1.45506 0 -0.00411955 0.00847934 0
51 2.751e-009 5.06657e-006 -5.41378 -6.79 0 -0.00456421 0.00363912 0
52 6.42604e-009 6.72251e-006 8.58967 2.30638 0 0.00149579 -0.00557081 0
53 9.91046e-009 7.76692e-006 3.04425 6.24089 0 0.00586724 -0.00286198 0
54 6.91385e-009 6.88849e-006 8.08319 -5.07765 0 -0.00296164 -0.00471468 0
55 4.83874e-009 6.11591e-006 -4.89803 -6.5769 0 -0.00481783 0.00358799 0
56 3.10477e-009 5.27506e-006 -6.82956 -5.43729 0 -0.00362633 0.00455489 0
57 4.22376e-009 5.84499e-006 -2.34298 8.08929 0 0.0056936 0.0016491 0
58 6.85864e-009 6.8701e-006 -4.47018 6.56309 0 0.00504535 0.00343644 0
59 7.47417e-009 7.06976e-006 -1.64278 -3.81147 0 -0.00775417 0.00334211 0
60 5.07523e-009 6.21397e-006 3.84086 -0.949603 0 -0.00207565 -0.00839541 0
61 6.81359e-009 6.85503e-006 -5.04248 6.45532 0 0.00473662 0.00369994 0
62 9.21335e-009 7.58036e-006 -9.846 -1.16175 0 -0.000640178 0.0054256 0
63 6.33732e-009 6.69143e-006 2.54038 -9.51396 0 -0.00529625 -0.00141418 0
64 3.56594e-009 5.52427e-006 -7.01812 4.05715 0 0.00302382 0.00523066 0
65 4.58303e-009 6.00622e-006 -4.2171 -7.56781 0 -0.00510521 0.00284484 0
66 6.87622e-009 6.87597e-006 2.75093 -0.954088 0 -0.00330335 -0.00952456 0
67 7.87436e-009 7.19376e-006 3.3469 -9.28763 0 -0.00515063 -0.00185609 0
68 4.57973e-009 6.00478e-006 -0.592696 -8.31167 0 -0.00594409 0.000423867 0
69 9.69347e-009 7.70981e-006 -1.0033 -3.77634 0 -0.00841065 0.00223455 0
70 2.98062e-009 5.20379e-006 4.75362 -8.54795 0 -0.00480707 -0.00267327 0
